// skill_db.txt, Skills Database
//
// Structure of Database:
//
// ID,Range,Hit,Target,Element,SkillInfo1,MaxLv,ListNum,CastCancel,CastDefRate,SkillInfo2,MaxCount,SkillType,BlowCount
//
// 01 Skill ID
// 02 Range: Described In Cells
// 03 Hit: 8-Repeated Hitting, 6-Single-Hit
// 04 Target: 0-Passive, 1-Enemy, 2-Place, 4-Self, 16-Friend, 32-Trap
// 05 Element: 0-Nothing, 1-Water, 2-Earth, 3-Fire, 4-Wind, 5-Poison, 6-Holy, 7-Dark, 8-Sense, 9-Immortal
// 06 Skill Information #1: 0-Normal Skill, 1-No Damage Skill, 2-Splash Damage Skill
// 07 Maximum Skill Level
// 08 Hit Frequency: Number of Hits The Skill Does
// 09 Cast Cancelled: Cancelled-1, Not Cancelled-0
// 10 Ratio of The Defensive Power Which Decreases In 10 Castings (Defense-Reduction Rate During Cast)
// 11 Skill Information #2: 1-Quest Skill, 2-Npc Skill, 4-Wedding Skill
//    8-Spirit Skill, 16-Guild Skill, 32-Song/Dance, 64-Ensemble Skill
//    128-Trap (Targetable), 256-Skill That Damages/Targets Yourself
//    512-Cannot Be Casted On Self (if 06 = 4, auto-select target skill)
// 12 Attack Type: None, Weapon, Magic, Misc
// 13 Blowcount Amount of Tiles The Skill Knockbacks
//
// Note: Delete 7th entry when importing from eAthena
//

// First Class Skills
1,0,0,0,0,0,9,0,no,0,0,0,none,0	//NV_BASIC#Basic Skills#
502,-9,8,1,-1,0,1,3,no,0,0,0,weapon,0	//GS_TRIPLEACTION#Triple Action#
503,-9,6,1,-1,0,1,1,no,0,0,0,weapon,0	//GS_BULLSEYE#Bulls Eye#
504,0,6,4,0,1,1,1,no,0,0,0,weapon,0	//GS_MADNESSCANCEL#Madness Canceler#
505,0,6,4,0,1,1,1,no,0,0,0,weapon,0	//GS_ADJUSTMENT#AdJustment#
506,0,6,4,0,1,1,1,no,0,0,0,weapon,0	//GS_INCREASING#Increasing Accuracy#
507,-9,6,1,8,0,1,1,no,0,0,0,weapon,0	//GS_MAGICALBULLET#Magical Bullet#
508,-9,6,1,-1,1,1,1,no,0,0,0,weapon,0	//GS_CRACKER#Cracker#
509,0,0,0,0,0,10,0,no,0,0,0,none,0	//GS_SINGLEACTION#Single Action#
510,0,0,0,0,0,10,0,no,0,0,0,none,0	//GS_SNAKEEYE#Snake Eye#
511,0,0,0,-1,0,10,0,no,0,0,0,weapon,0	//GS_CHAINACTION#Chain Action#
512,-9,6,1,-1,0,10,1,no,0,0,0,weapon,0	//GS_TRACKING#Tracking#
513,-9,6,1,-1,1,5,1,no,0,0,0,weapon,0	//GS_DISARM#Disarm#
514,-9,6,1,-1,0,5,1,no,0,0,0,weapon,0	//GS_PIERCINGSHOT#Piercing Shot#
515,-9,8,1,-1,0,10,5,no,0,0,0,weapon,0	//GS_RAPIDSHOWER#Rapid Shower#
516,0,8,4,-1,1,10,1,no,0,0,0,weapon,0	//GS_DESPERADO#Desperado#
517,0,6,4,-1,1,10,1,no,0,0,0,weapon,0	//GS_GATLINGFEVER#Gatling Fever#
518,2,6,1,-1,0,10,1,no,0,0,0,weapon,5	//GS_DUST#Dust#
519,-9,6,1,-1,0,10,1,yes,0,0,0,weapon,0	//GS_FULLBUSTER#Full Buster#
520,-9,6,1,-1,2,10,1,no,0,0,0,weapon,0	//GS_SPREADATTACK#Spread Attack#
521,-9,6,2,-1,0,10,1,no,0,0,0,weapon,3	//GS_GROUNDDRIFT#Ground Drift#

// Ninja Class Skills
522,0,0,0,0,0,10,1,no,0,0,0,weapon,0	//NJ_TOBIDOUGU#NJ_TOBIDOUGU#
523,9,6,1,-1,0,10,1,no,0,0,0,weapon,0	//NJ_SYURIKEN#NJ_SYURIKEN#
524,9,8,1,-1,0,5,3,no,0,0,0,weapon,0	//NJ_KUNAI#NJ_KUNAI#
525,9,8,1,-1,0,5,3:3:4:4:5,yes,0,0,0,weapon,0	//NJ_HUUMA#NJ_HUUMA#
526,9,6,1,0,0,10,1,no,0,0,0,misc,0	//NJ_ZENYNAGE#NJ_ZENYNAGE#
527,0,6,4,-1,0,5,1,no,0,0,0,weapon,3	//NJ_TATAMIGAESHI#NJ_TATAMIGAESHI#
528,-1,6,1,-1,0,10,1,no,0,0,0,weapon,0	//NJ_KASUMIKIRI#NJ_KASUMIKIRI#
529,7:9:11:13:15,6,2,0,1,5,1,no,0,0,0,none,0	//NJ_SHADOWJUMP#NJ_SHADOWJUMP#
530,-1,6,1,-1,0,5,1,no,0,0,0,weapon,0	//NJ_KIRIKAGE#NJ_KIRIKAGE#
531,0,6,4,0,1,5,1,no,0,0,0,none,7	//NJ_UTSUSEMI#NJ_UTSUSEMI#
532,0,6,4,0,1,10,1,yes,0,0,0,magic,0	//NJ_BUNSINJYUTSU#NJ_BUNSINJYUTSU#
533,0,0,0,0,0,10,0,no,0,0,0,none,0	//NJ_NINPOU#NJ_NINPOU#
534,9,8,1,3,0,10,1:2:3:4:5:6:7:8:9:10,yes,0,0,0,magic,0	//NJ_KOUENKA#NJ_KOUENKA#
535,9,6,4,3,1,10,5:5:6:6:7:7:8:8:9:9,yes,0,0,0,magic,0	//NJ_KAENSIN#NJ_KAENSIN#
536,9,8,1,3,2,5,3,yes,0,0,0,magic,0	//NJ_BAKUENRYU#NJ_BAKUENRYU#
537,9,8,1,1,0,10,3:4:5:6:7:8:9:10:11:12,yes,0,0,0,magic,0	//NJ_HYOUSENSOU#NJ_HYOUSENSOU#
538,9,6,2,0,1,10,1,yes,0,0,0,magic,0	//NJ_SUITON#NJ_SUITON#
539,0,6,4,1,2,5,1,yes,0,0,0,magic,0	//NJ_HYOUSYOURAKU#NJ_HYOUSYOURAKU#
540,9,8,1,4,0,10,1:2:2:3:3:4:4:5:5:6,yes,0,0,0,magic,0	//NJ_HUUJIN#NJ_HUUJIN#
541,9,6,4,4,2,5,1,yes,0,0,0,magic,0	//NJ_RAIGEKISAI#NJ_RAIGEKISAI#
542,5:6:7:8:9,8,1,4,0,5,1,yes,0,0,0,magic,0	//NJ_KAMAITACHI#NJ_KAMAITACHI#
543,0,6,4,0,1,5,1,yes,0,0,0,none,0	//NJ_NEN#NJ_NEN#
544,-5,6,1,0,0,10,1,no,0,0,0,weapon,0	//NJ_ISSEN#NJ_ISSEN#

// Dark Collector Skills
545,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_FIGHTING##
546,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_NEUTRAL##
547,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_TAIMING_PUTI##
548,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_WHITEPOTION##
549,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_CARDPITCHER##
550,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_MENTAL##
551,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_PETPITCHER##
552,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_BODYSTUDY##
553,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_BODYALTER##
554,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_PETMEMORY##
555,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_TELEPORT##
556,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_GAIN##
557,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_GAIN##
558,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_MISSION##
559,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_MUNAKKNOWLEDGE##
560,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_MUNAKBALL##
561,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_SCROLL##
562,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_GATHERING##
563,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_GATHERING##
564,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_EXCLUDE##
565,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_DRIFT##
566,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_WALLRUSH##
567,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_WALLRUSH##
568,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_WALLSHIFT##
569,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_WALLCRASH##
570,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_M_REINCARNATION##
571,0,0,0,0,0,10,0,no,0,0,0,none,0	//MB_B_EQUIP##

// Extra Soul Linker Skills
572,9,6,16,0,1,5,1,yes,0,0,0,magic,0	//SL_DEATHKNIGHT#Spirit of the Death Knight#
573,9,6,16,0,1,5,1,yes,0,0,0,magic,0	//SL_COLLECTOR#Spirit of the Dark Collector#
574,9,6,16,0,1,5,1,yes,0,0,0,magic,0	//SL_NINJA#Spirit of the Ninja#
575,9,6,16,0,1,5,1,yes,0,0,0,magic,0	//SL_GUNNER#Spirit of the Gunslinger#
576,0,6,4,0,1,1,0,no,0,0,0,none,0	//AM_TWILIGHT4#Twilight Alchemy 4#

// Death Knight Skills
577,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PASSIVE##
578,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PATTACK##
579,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PSPEED##
580,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PDEFENSE##
581,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PCRITICAL##
582,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PHP##
583,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PSP##
584,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_RESET##
585,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_RANKING##
586,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PTRIPLE##
587,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_ENERGY##
588,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_NIGHTMARE##
589,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_SLASH##
590,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_COIL##
591,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_WAVE##
592,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_REBIRTH##
593,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_AURA##
594,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_FREEZER##
595,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_CHANGEATTACK##
596,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_PUNISH##
597,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_POISON##
598,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_INSTANT##
599,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_WARNING##
600,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_RANKEDKNIFE##
601,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_RANKEDGRADIUS##
602,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_GAUGE##
603,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_GTIME##
604,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_GPAIN##
605,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_GSKILL##
606,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_GKILL##
607,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_ACCEL##
608,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_BLOCKDOUBLE##
609,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_BLOCKMELEE##
610,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_BLOCKFAR##
611,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_FRONTATTACK##
612,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_DANGERATTACK##
613,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_TWINATTACK##
614,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_WINDATTACK##
615,0,0,0,0,0,10,0,no,0,0,0,none,0	//DE_WATERATTACK##

// Unknown New Skills
616,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ENEGERY##
617,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_CLOUD##
618,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_FIRSTSLOT##
619,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_HEADDEF##
620,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_SPACE##
621,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_TRANSFORM##
622,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_EXPLOSION##
623,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_REWARD##
624,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_CRUSH##
625,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ITEMREBUILD##
626,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ILLUSION##
627,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_NEUTRALIZE##
628,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_RUNNER##
629,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_TRANSFER##
630,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_WALL##
631,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ZENY##
632,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_REVENGE##
633,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_EARPLUG##
634,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_CONTRACT##
635,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_BLACK##
636,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_DREAM##
637,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_MAGICCART##
638,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_RESET##
639,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_COPY##
640,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_CRYSTAL##
641,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_EXP##
642,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_CREATE##
643,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_REBUILD##
644,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_JOBCHANGE##
645,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_EDARKNESS##
646,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_EGUARDIAN##
647,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_TIMEOUT##
648,0,0,0,0,0,10,0,no,0,0,0,none,0	//ALL_TIMEIN##
649,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ZENYRANK##
650,0,0,0,0,0,10,0,no,0,0,0,none,0	//DA_ACCESSORYMIX##

653,0,8,4,0,0,10,3,no,0,2,0,weapon,0	//NPC_EARTHQUAKE##
654,-9,6,1,3,0,10,1,no,0,2,0,weapon,0	//NPC_FIREBREATH##
655,-9,6,1,1,0,10,1,no,0,2,0,weapon,0	//NPC_ICEBREATH##
656,-9,6,1,4,0,10,1,no,0,2,0,weapon,0	//NPC_THUNDERBREATH##
657,-9,6,1,2,0,10,1,no,0,2,0,weapon,0	//NPC_ACIDBREATH##
658,-9,6,1,7,0,10,1,no,0,2,0,weapon,0	//NPC_DARKNESSBREATH##
659,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_DRAGONFEAR##
660,-9,6,1,0,0,10,1,no,0,2,0,weapon,0	//NPC_BLEEDING##
661,0,6,4,0,0,5,1,no,0,2,0,none,7	//NPC_PULSESTRIKE##
662,0,6,4,0,0,10,1,no,0,2,0,none,0	//NPC_HELLJUDGEMENT##
663,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESILENCE##
664,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDEFREEZE##
665,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDEBLEEDING##
666,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESTONE##
667,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDECONFUSE##
668,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESLEEP##
669,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESIGHT##
670,9,6,2,7,1,10,1,yes,0,2,0,magic,0	//NPC_EVILLAND##
671,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_MAGICMIRROR##
672,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_SLOWCAST##
673,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_CRITICALWOUND##
674,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_EXPULSION##
675,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_STONESKIN##
676,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_ANTIMAGIC##
677,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDECURSE##
678,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESTUN##
679,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_VAMPIRE_GIFT##
680,0,0,0,0,0,10,0,no,0,2,0,none,0	//NPC_WIDESOULDRAIN##

// Second Class Quest Skills
1001,9,6,1,0,0,1,1,no,0,1,0,weapon,0	//KN_CHARGEATK#Charge Attack#
1002,0,6,4,0,1,1,0,no,0,1,0,weapon,2	//CR_SHRINK#Shrink#
1003,0,0,0,0,0,1,0,no,0,1,0,weapon,0	//AS_SONICACCEL#Sonic Acceleration#
1004,9,8,1,0,0,1,1,no,0,1,0,weapon,0	//AS_VENOMKNIFE#Throw Venom Knive#
1005,1,6,1,0,1,1,1,no,0,1,0,weapon,0	//RG_CLOSECONFINE#Close Confine#
1006,0,6,4,0,1,1,1,yes,0,1,0,magic,3	//WZ_SIGHTBLASTER#SightBlaster#
1007,0,6,4,0,1,10,0,no,0,1,0,none,0	//SA_CREATECON#Create Converter#
1008,9,6,1,1,1,1,1,yes,0,1,0,magic,0	//SA_ELEMENTWATER#Elemental Change Water#
1009,-9,6,1,8,0,1,1,no,0,1,0,weapon,3	//HT_PHANTASMIC#Phantasmic Arrow#
1010,9,6,1,0,1,1,0,yes,0,1,0,misc,0	//BA_PANGVOICE#Pang Voice#
1011,9,6,1,0,1,1,0,yes,0,1,0,misc,0	//DC_WINKCHARM#Wink of Charm#
1012,0,0,0,0,0,1,0,no,0,1,0,weapon,0	//BS_UNFAIRLYTRICK#Unfair Trick#
1013,2,6,4,0,1,1,0,no,0,1,0,weapon,0	//BS_GREED#Greed#
1014,14,6,4,6,1,1,0,yes,0,1,0,magic,0	//PR_REDEMPTIO#Redemptio#
1015,9,6,16,0,1,1,1,no,0,1025,0,weapon,0	//MO_KITRANSLATION#Ki Translation#
1016,1,6,1,0,2,1,1,no,0,1,0,weapon,2	//MO_BALKYOUNG#Ki Explosion#
1017,9,6,1,2,1,1,1,yes,0,1,0,magic,0	//SA_ELEMENTGROUND#Elemental Change Earth#
1018,9,6,1,3,1,1,1,yes,0,1,0,magic,0	//SA_ELEMENTFIRE#Elemental Change Fire#
1019,9,6,1,4,1,1,1,yes,0,1,0,magic,0	//SA_ELEMENTWIND#Elemental Change Wind#

// Homunuclus Skills
8001,9,6,4,0,1,5,1,no,0,0,0,magic,0	//HLIF_HEAL#Healing hand#
8002,0,6,4,0,3,5,1,no,0,0,0,none,0	//HLIF_AVOID
8003,0,0,0,0,0,5,0,no,0,0,0,none,0	//HLIF_BRAIN
8004,0,6,4,0,1,3,0,no,0,0,0,none,0	//HLIF_CHANGE
8005,0,6,4,0,1,5,0,no,0,0,0,none,0	//HAMI_CASTLE
8006,0,6,4,0,1,5,0,no,0,0,0,none,0	//HAMI_DEFENCE
8007,0,0,0,0,1,5,0,no,0,0,0,none,0	//HAMI_SKIN
8008,0,6,4,0,1,3,0,no,0,0,0,none,0	//HAMI_BLOODLUST
8009,1,8,1,0,0,5,-1:-2:-2:-2:-3,no,0,0,0,weapon,0	//HFLI_MOON
8010,0,6,4,0,1,5,0,no,0,0,0,none,0	//HFLI_FLEET
8011,0,6,4,0,1,5,0,yes,0,0,0,misc,0	//HFLI_SPEED
8012,1,6,1,0,0,3,0,no,0,0,0,none,0	//HFLI_SBR44
8013,9,6,1,0,0,5,1:2:3:4:5,no,0,0,0,magic,0	//HVAN_CAPRICE
8014,0,6,4,0,1,5,0,no,0,0,0,none,0	//HVAN_CHAOTIC
8015,0,0,0,0,1,5,0,no,0,0,0,none,0	//HVAN_INSTRUCT
8016,0,6,4,-1,2,3,1,no,0,0,0,misc,0	//HVAN_EXPLOSION

// Mercenary Skills
8017,1,6,1,0,0,10,1,no,0,0,0,weapon,0	//MS_BASH#Bash#
8018,0,6,4,3,2,10,1,no,0,0,0,weapon,2	//MS_MAGNUM#Magnum Break#
8019,2,6,1,0,2,10,1,no,33,0,0,weapon,1:1:2:2:3:3:4:4:5:6 //KN_BOWLINGBASH#Bowling Bash#
8020,0,6,4,0,1,10,1,no,0,0,0,weapon,0	//MS_PARRYING#Parrying#
8021,0,6,4,0,1,10,1,no,0,0,0,weapon,0	//MS_REFLECTSHIELD#Reflect Shield#
8022,0,6,4,0,1,1,1,no,0,0,0,misc,0	//MS_BERSERK#Berserk#
8023,-3,8,1,0,0,10,2,no,0,0,0,weapon,0	//MA_DOUBLE#Double Strafe#
8024,-3,6,2,0,2,10,1,no,0,0,0,weapon,2	//MA_SHOWER#Arrow Shower#
8025,3,6,2,0,1,5,1,no,0,128,0,misc,6:7:8:9:10	//MA_SKIDTRAP#Skid Trap#
8026,3,6,2,2,1,5,1,no,0,128,0,misc,0	//MA_LANDMINE#Land Mine#
8027,3,6,2,0,1,5,1,no,0,128,0,misc,0	//MA_SANDMAN#Sandman#
8028,3,6,2,1,1,5,1,no,0,128,0,misc,0	//MA_FREEZINGTRAP#Freezing Trap#
8029,2,6,32,0,1,1,1,no,0,0,0,misc,0	//MA_REMOVETRAP#Remove Trap#
8030,-9,6,1,-1,2,1,1,no,0,1,0,weapon,6	//MA_CHARGEARROW#Arrow Repel#
8031,14,8,1,0,0,5,1,no,0,0,0,weapon,0	//MA_SHARPSHOOTING#Focused Arrow Strike#
8032,-2,8,1,0,0,10,3,no,0,0,0,weapon,0	//ML_PIERCE#Pierce#
8033,2,6,1,0,1,10,1,no,33,0,0,weapon,2	//ML_BRANDISHSPEAR#Brandish Spear#
8034,5,8,1,0,0,5,5,no,0,0,0,weapon,0	//ML_SPIRALPIERCE#Spiral Pierce#
8035,0,6,4,0,1,5,1,no,0,0,0,weapon,0	//ML_DEFENDER#Defending Aura#
8036,0,6,4,0,1,10,1,no,0,0,0,weapon,0	//ML_AUTOGUARD#Guard#
8037,7:8:9:10:11,6,16,0,1,5,1,yes,0,0,0,magic,0	//ML_DEVOTION#Sacrifice#
8038,0,6,4,0,1,5,1,yes,0,0,0,magic,0	//MER_MAGNIFICAT#Magnificat#
8039,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_QUICKEN#Quicken#
8040,3,6,4,3,1,1,1,yes,0,0,0,magic,0	//MER_SIGHT#Sight#
8041,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_CRASH#Crash#
8042,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_REGAIN#Regain#
8043,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_TENDER#Tender#
8044,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_BENEDICTION#Benediction#
8045,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_RECUPERATE#Recuperate#
8046,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_MENTALCURE#Mental Cure#
8047,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_COMPRESS#Compress#
8048,9,6,1,0,1,10,1,no,0,0,0,none,0	//MER_PROVOKE#Provoke#
8049,0,6,4,0,1,1,1,no,0,1,0,weapon,0	//MER_AUTOBERSERK#Auto-Berserk#
8050,9,6,1,0,1,10,1,yes,0,0,0,magic,0		//MER_DECAGI#Decrease AGI#
8051,0,0,0,0,0,10,0,no,0,0,0,none,0	//MER_SCAPEGOAT#Scapegoat#
8052,5,6,1,0,1,10,0,yes,0,0,0,magic,0	//MER_LEXDIVINA#Lex Divina#
8053,9,6,1,0,1,1,1,yes,0,0,0,magic,0	//MER_ESTIMATION#Estimation#

// Guild Skills
//ID,Range,Hit,Target,Element,SkillInfo1,MaxLv,ListNum,CastCancel,CastDefRate,SkillInfo2,MaxCount,SkillType,BlowCount
10000,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_APPROVAL#êApproval#
10001,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_KAFRACONTRACT#Kafra Contract#
10002,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_GUARDRESEARCH#Guardian Research#
10003,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_CHARISMA#Guardian Training#
10004,0,0,0,0,0,10,0,no,0,0,0,none,0	//GD_EXTENSION#Guild Extension#
10005,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_GLORYGUILD#Guild's Glory#
10006,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_LEADERSHIP#Great Leadership#
10007,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_GLORYWOUNDS#Wounds of Glory#
10008,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_SOULCOLD#Cold Soul#
10009,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_HAWKEYES#Sharp Eyes#
10010,0,0,4,0,1,1,0,yes,0,0,0,none,0	//GD_BATTLEORDER#Battle Orders#
10011,0,0,4,0,1,3,0,yes,0,0,0,none,0	//GD_REGENERATION#Regeneration#
10012,0,0,4,0,1,1,0,yes,0,0,0,none,0	//GD_RESTORE#Restore#
10013,0,0,4,0,1,1,0,yes,0,0,0,none,0	//GD_EMERGENCYCALL#Emergency Recall#
10014,0,0,0,0,0,1,0,no,0,0,0,none,0	//GD_DEVELOPMENT#Extend Guild#
